,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80
10,107,-24906,115,-25122,-25340,-24906,-24906,-25122,-25340,-24480,-24906,-24906,-26226,-24906,-24906,-24906,-24906,-25340,111,-24906,79,-27372,-24906,-24480,-24906,-24906,-24692,-24480,-24692,-24269,-26226,-25559,-24692,-24906,-24906,-24906,-24906,-24906,-23851,-25779,-24692,-24906,-24906,-24906,-24906,-24906,-25340,-24692,-26679,-24692,-24906,-24906,-24906,-24906,-24906,-25340,-24906,-26908,-24480,-24480,-24906,-24906,-24906,-24906,-24906,-24480,-26452,-24906,-24906,-24906,-24906,-24906,-25340,-25559,-25559,-25340,-22835,-24692,-24906,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
11,108,-24692,116,-25340,-25559,-25559,-23237,-24906,-25340,-24692,-24906,-24692,-24906,-25779,-24906,-24906,-24906,-24906,98,-24906,86,-27139,-25340,-23645,-24906,-24480,-24906,-24480,-24906,-24480,-25340,-25340,-22050,-23645,-24480,-24906,-24906,-24906,-24906,-24906,-26679,-25340,-24059,-24906,-24906,-24906,-24906,-25340,-26226,-27372,-23645,-24480,-24906,-24906,-24906,-24906,-25340,-29049,-26002,-22244,-24906,-24906,-24906,-24906,-24906,-24906,-28804,-25340,-23851,-24906,-24906,-24906,-24906,-25340,-24906,-26226,-24269,-18799,-22637,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
12,107,-24906,115,-25122,-25779,-25122,-24906,-25122,-25340,-24480,-24906,-24480,-24906,-25559,-25122,-24906,-24906,-24906,120,-24906,90,-26908,-25340,-23645,-24906,-24906,-24692,-24906,-24906,-24480,-25122,-25122,-21857,-23237,-24480,-24906,-24906,-24906,-24692,-24906,-26002,-24906,-24480,-24906,-24906,-24692,-25340,-25340,-26226,-27139,-23440,-24692,-24906,-24906,-24906,-25122,-25340,-29049,-25559,-23851,-24906,-24906,-24906,-24906,-24906,-24906,-28804,-25340,-24692,-24906,-24906,-24906,-25122,-25122,-24906,-26226,-23645,-21288,-24906,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
13,108,-24480,117,-24906,-24906,-24906,-24906,-24906,-25340,-24480,-24906,-25340,-24906,-24906,-24906,-24906,-24906,-24906,124,-24906,118,-24906,-24906,-24480,-24906,-24906,-24480,-24480,-24480,-26226,-24906,-24906,-24906,-24906,-24906,-24906,-24906,-24906,-25122,-25122,-24692,-24906,-24906,-24906,-24906,-24692,-25122,-26002,-25340,-24480,-24906,-24906,-24906,-24906,-24906,-25122,-25779,-26002,-24692,-24480,-24906,-24906,-24906,-24906,-25122,-25122,-26226,-25559,-24906,-24906,-24906,-24906,-25122,-25340,-25340,-25559,-25122,-24906,-24906,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
14,108,-24692,117,-25340,-22637,-24906,-24906,-24906,-25340,-25122,-24906,-25779,-25779,-25122,-24480,-24906,-24906,-25122,124,-24692,128,-26908,-26002,-23851,-24906,-24906,-24480,-24480,-23440,-26679,-25559,-25122,-23645,-24906,-24906,-25340,-24906,-25340,-24480,-26226,-25340,-24692,-24906,-24906,-24692,-24480,-24906,-25122,-27842,-25779,-24906,-24906,-24906,-24906,-24906,-24906,-24906,-28080,-24269,-24059,-24906,-24906,-24906,-24906,-24906,-24906,-27842,-24692,-23237,-24906,-24906,-24906,-24906,-24906,-24906,-24480,-20916,-14704,-21101,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
15,108,-24906,116,-25559,-25779,-24906,-24906,-24906,-25340,-24480,-24906,-25122,-26452,-25779,-25122,-24692,-24906,-25122,124,-24906,131,-25779,-25340,-24059,-24480,-24906,-24480,-24906,-24480,-26679,-25340,-26002,-22637,-24059,-24906,-25122,-24906,-24906,-24906,-25340,-26452,-25122,-24480,-24906,-24906,-24480,-25122,-24906,-27606,-26452,-24269,-24906,-24906,-24906,-24906,-24906,-24906,-27606,-25340,-22637,-24692,-24906,-24906,-24906,-24906,-24906,-27139,-26226,-22835,-24480,-24906,-24906,-24906,-24906,-24906,-25340,-21288,-13026,-18300,-24692,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
16,108,-25340,117,-25779,-25779,-24906,-24906,-25122,-25340,-24906,-24480,-25122,-27139,-25559,-24692,-24906,-24906,-25122,124,-24906,105,-27372,-25340,-24269,-24906,-24906,-24480,-24906,-24059,-26452,-26002,-24906,-24269,-24906,-24906,-24906,-24906,-25779,-24059,-26002,-24692,-25122,-24906,-24906,-24692,-24480,-25340,-25122,-27372,-25559,-24480,-24906,-24906,-24906,-24906,-24906,-24906,-28080,-24269,-24059,-24906,-24906,-24906,-24906,-24906,-24692,-27842,-24906,-23237,-24906,-24906,-24906,-24906,-25122,-24906,-24692,-20916,-13149,-21477,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
17,107,-25122,117,-25779,-25779,-25122,-24906,-24906,-25340,-24480,-24906,-25340,-26679,-25779,-24480,-24906,-24906,-25340,124,-24906,111,-25779,-25340,-23851,-24906,-24906,-24480,-24480,-24480,-26679,-25340,-25122,-23851,-24906,-24906,-25122,-24906,-24906,-24692,-25779,-25122,-24906,-24906,-24906,-24906,-24480,-25122,-24906,-27139,-25340,-24692,-24906,-24906,-24906,-24906,-24906,-24906,-27606,-24906,-23237,-24692,-24906,-24906,-24906,-24906,-24906,-27606,-25340,-23237,-24906,-24906,-24906,-24906,-24906,-24906,-25122,-21288,-13026,-21857,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
18,108,-25122,116,-24906,-24906,-24906,-24906,-24906,-25340,-24059,-25122,-25122,-24059,-24906,-24906,-24906,-24906,-25340,30,-24906,127,-25559,-24906,-24480,-24906,-24906,-24480,-24692,-24269,-27372,-25122,-24692,-24906,-24906,-24906,-24906,-25559,-25340,-25122,-24906,-24480,-24906,-24906,-24906,-24906,-24906,-25122,-24692,-24906,-24480,-24906,-24906,-24906,-24906,-24906,-25779,-24906,-24906,-24480,-24480,-24906,-24906,-24906,-24906,-24906,-24692,-24906,-24692,-24906,-24906,-24906,-24906,-24906,-25122,-25122,-23237,-21101,-20010,-24906,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
19,108,-24906,116,-25779,-25122,-25122,-24906,-24906,-25340,-24059,-24906,-25340,-26226,-25559,-24480,-24906,-24906,-24906,125,-24906,130,-27606,-25559,-24480,-24692,-24906,-24480,-24906,-24692,-26226,-26226,-25340,-23237,-24480,-24906,-24906,-25122,-24906,-24269,-25779,-25779,-24906,-24906,-24906,-24906,-24692,-25340,-25779,-27606,-26002,-24269,-24906,-24906,-24906,-24906,-25559,-25559,-28561,-24692,-24059,-24906,-24906,-24906,-24906,-24906,-24906,-27606,-25340,-24480,-24906,-24906,-24906,-24906,-25122,-25779,-24480,-21288,-21666,-23440,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
20,107,-24480,117,-24906,-24906,-24906,-24692,-24906,-25340,-23851,-24906,-25340,-24906,-24906,-24906,-24906,-24906,-24906,123,-24692,100,-24906,-24906,-24480,-24906,-24906,-24480,-24480,-24480,-26226,-24906,-24906,-24906,-24906,-24906,-24906,-24906,-24906,-24906,-24906,-24480,-24906,-24906,-24906,-24906,-24480,-24906,-24906,-24906,-24480,-24480,-24906,-24906,-24906,-24906,-24906,-24906,-24480,-24480,-24480,-24906,-24906,-24906,-24906,-24480,-24906,-24480,-24906,-24906,-24906,-24692,-24906,-24906,-24906,-24906,-24906,-24480,-24906,-24906,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
21,108,-24480,113,-24906,-25559,-24906,-24906,-24906,-25340,-23645,-24906,-25340,-25122,-25340,-24906,-24906,-24906,-24906,122,-24692,78,-25779,-25122,-24480,-24692,-24906,-24480,-24480,-24480,-26226,-24906,-25340,-23851,-24480,-24692,-24906,-24906,-24906,-24906,-25340,-25559,-25122,-24480,-24906,-24906,-24480,-24906,-24906,-26226,-25779,-24269,-24692,-24906,-24906,-24906,-24906,-24906,-25779,-24906,-23440,-24692,-24906,-24906,-24906,-24906,-24906,-25779,-25559,-24480,-24906,-24692,-24906,-24906,-24906,-24906,-25122,-24480,-23440,-23440,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
22,107,-24906,107,-25779,-25559,-24692,-24906,-24906,-25340,-24059,-24906,-23237,-26226,-25779,-24906,-24480,-24906,-24906,122,-24906,52,-27606,-25779,-23851,-23645,-24906,-24480,-24480,-24480,-27139,-26226,-26002,-19833,-23645,-24906,-24906,-24906,-24906,-24480,-24269,-27372,-24906,-24480,-24906,-24906,-24480,-24906,-25340,-27139,-27139,-22835,-24906,-24480,-24480,-24906,-24906,-25340,-28804,-24906,-21857,-24906,-24906,-24906,-24906,-24692,-24906,-28561,-25340,-23036,-24906,-24906,-24906,-24906,-24906,-24906,-26226,-22440,-11964,-17336,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
23,87,-24480,116,-24906,-25779,-24906,-24480,-24906,-25340,-23645,-24906,-25340,-25340,-25340,-24906,-25122,-24692,-24906,100,-24906,88,-24906,-25340,-23645,-24480,-24692,-24480,-24480,-24480,-26679,-24692,-25779,-21101,-23237,-24692,-24906,-24906,-24906,-24692,-25340,-26679,-25340,-24059,-24906,-24906,-24480,-24906,-24906,-27606,-27139,-23645,-24059,-24906,-24906,-24906,-24906,-24906,-28080,-25779,-20010,-24269,-24906,-24906,-24906,-24906,-24906,-27372,-26226,-23237,-24692,-24906,-24906,-24906,-24906,-24906,-25779,-23645,-14841,-14704,-24269,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
24,86,-25340,111,-24906,-25559,-24906,-24906,-24906,-25340,-23645,-24906,-24692,-27139,-25340,-24906,-24906,-24906,-25122,94,-25122,71,-26679,-25340,-24480,-24906,-24906,-24480,-24692,-24480,-26002,-25340,-24906,-24906,-24906,-24906,-24906,-25122,-24906,-23851,-25340,-24480,-24906,-24906,-24906,-24692,-24480,-25559,-25122,-26226,-24480,-24906,-24906,-24692,-24906,-24906,-25559,-24906,-26679,-24480,-24480,-24480,-24906,-24906,-24906,-24692,-24480,-26452,-24480,-24906,-24906,-24692,-24906,-24906,-25340,-25340,-26226,-21101,-19833,-24906,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
25,108,-24906,112,-25779,-25340,-24269,-24906,-24906,-25340,-24059,-24906,-24480,-26002,-25340,-25122,-22440,-24906,-24906,123,-24906,64,-27139,-25340,-23440,-24480,-24906,-24480,-24480,-24480,-26002,-26679,-25779,-20916,-23036,-24906,-24906,-24906,-24906,-24692,-24692,-26908,-24906,-24480,-24906,-24906,-24480,-24906,-25340,-27372,-27139,-23036,-24480,-24906,-24480,-24906,-24906,-25340,-29049,-25340,-22637,-24906,-24906,-24906,-24906,-24692,-24906,-28561,-25340,-23851,-24906,-24906,-24906,-24906,-24906,-24906,-26226,-23237,-16567,-20368,-24906,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
26,108,-24692,114,-25559,-25559,-24906,-24906,-24906,-25340,-24059,-24692,-25122,-26226,-25559,-24906,-24692,-24906,-24906,124,-24906,71,-27139,-25340,-23440,-24692,-24906,-24480,-24480,-24480,-26452,-25559,-25559,-22050,-24480,-24906,-24906,-24906,-24906,-24480,-24906,-26452,-24906,-24480,-24906,-24906,-24480,-24906,-24906,-27139,-26226,-24059,-24692,-24906,-24906,-24906,-24906,-25340,-28319,-25122,-22440,-24480,-24906,-24906,-24906,-24692,-24906,-28080,-25340,-23851,-24906,-24480,-24906,-24906,-24906,-24906,-26226,-23851,-13026,-20549,-24692,-24906,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
