,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80
20,7,-24480,31,-24906,-24480,-17025,-24480,-24906,-24906,-24059,-24480,-24269,-25122,-25779,-25122,-22440,-24480,-24480,5,-24480,8,-26226,-25340,-24269,-24480,-24480,-24269,-24480,-24906,-24480,-24692,-26679,-22440,-23645,-24269,-24906,-24269,-24480,-24059,-24692,-26452,-24692,-24269,-24480,-24480,-24480,-24480,-24906,-26226,-26452,-23237,-24692,-24480,-24269,-24480,-24480,-24906,-28080,-24906,-22244,-24480,-24480,-24906,-24480,-24480,-24480,-26908,-19138,-22244,-24269,-24906,-24480,-24480,-24480,-24480,-24059,-21477,-20189,-23036,-24480,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
21,10,-24480,22,-24906,-25779,-24480,-24480,-24906,-24906,-24059,-24480,-24480,-25559,-25559,-24906,-24480,-24480,-24480,5,-24480,12,-26679,-25559,-23645,-24269,-24480,-24269,-24480,-24906,-24692,-26002,-27139,-19833,-23851,-24059,-24906,-24059,-24480,-23851,-24692,-26908,-24480,-24480,-24480,-24480,-24480,-24480,-24906,-26226,-26452,-22637,-24692,-24480,-24059,-24480,-24480,-24906,-27606,-24480,-21288,-24480,-24480,-24906,-24480,-24480,-24480,-26452,-18799,-19138,-24059,-24906,-24480,-24480,-24480,-24480,-23851,-21666,-14841,-21101,-24480,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
22,0,-25122,26,-24269,-24480,-24480,-24480,-24906,-24906,-24059,-24269,-25122,-23440,-24059,-24906,-24059,-24480,-24692,-211,-24906,7,-25559,-23645,-24906,-24906,-24480,-24059,-24906,-22244,-24480,-24906,-25122,-24480,-24480,-24059,-24906,-24480,-24692,-24480,-24480,-24269,-24480,-24480,-24480,-24269,-24480,-24480,-23440,-24480,-24480,-24480,-24906,-24059,-24480,-24480,-25122,-23440,-24480,-23440,-23645,-24480,-24480,-24906,-24059,-24480,-23645,-20916,-16417,-24480,-24480,-24906,-24480,-24480,-24480,-24269,-20916,-17336,-21857,-24269,-24480,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
23,5,-24906,23,-24906,-24692,-24692,-24480,-24906,-24906,-24059,-24269,-24059,-26452,-25340,-24906,-24059,-24480,-24480,5,-24692,7,-25340,-24692,-24480,-24692,-24480,-24059,-24480,-24692,-24269,-25122,-26226,-23036,-24269,-24059,-24906,-24059,-24480,-24269,-24059,-24692,-24480,-24480,-24269,-24269,-24480,-24480,-24480,-25779,-24906,-24059,-24480,-24480,-24269,-24059,-24480,-24059,-26452,-24059,-22637,-24480,-24480,-24906,-24059,-24480,-24269,-26679,-24269,-23036,-23851,-24906,-24480,-24480,-24480,-24480,-24269,-21666,-15683,-17494,-24480,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
24,-6,-24692,15,-25122,-25122,-24480,-24480,-24906,-24906,-24269,-24269,-24480,-25340,-25122,-24269,-24059,-24480,-24692,5,-24480,6,-26226,-25340,-22835,-24906,-24059,-24059,-24480,-24480,-24269,-25122,-26679,-20732,-24480,-24269,-24906,-24059,-24906,-23645,-25122,-25779,-24059,-24480,-24480,-24059,-24480,-24059,-24480,-26002,-25779,-23036,-24692,-24059,-24059,-24059,-24480,-24269,-26908,-24480,-20549,-24269,-24059,-24906,-24059,-24480,-24269,-26908,-24906,-20368,-22244,-24692,-24480,-24480,-24480,-24480,-24480,-22050,-13779,-11850,-23851,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
25,-5958,-24480,-497,-24480,-24480,-24480,-24480,-24906,-24692,-24059,-24059,-24906,-24480,-24480,-24906,-24059,-24480,-24480,-3126,-24480,-117,-24480,-25122,-24906,-24906,-24059,-24059,-24480,-24906,-24480,-24480,-26679,-24480,-24480,-24059,-24906,-24059,-24480,-24480,-24480,-24692,-24692,-24059,-24059,-24480,-24480,-24059,-24480,-25122,-24692,-24480,-24269,-24059,-24480,-24059,-24480,-24269,-24480,-24906,-22050,-23851,-24059,-24692,-24059,-24480,-24480,-24480,-24480,-24480,-24059,-24480,-24480,-24059,-24480,-24480,-24480,-24480,-24480,-23237,-24269,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
26,-15,-24480,-641,-24269,-24480,-24480,-24480,-24906,-24692,-24059,-24059,-24692,-24692,-24480,-24480,-24059,-24480,-24480,-75,-24480,-1922,-25340,-24480,-24906,-24906,-24059,-24059,-24480,-24906,-24269,-25340,-26679,-23851,-24480,-24059,-24906,-24059,-24480,-24480,-24480,-24692,-24480,-24480,-24059,-24480,-24480,-24059,-24906,-24269,-24906,-24059,-24480,-24059,-24269,-24059,-24480,-24059,-25340,-24059,-23237,-24480,-24269,-24906,-24059,-24269,-24480,-25559,-24059,-24480,-24059,-24692,-24480,-24269,-24692,-24692,-24059,-22244,-22835,-24059,-24480,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
27,-2390,-24480,-65,-24692,-25779,-24480,-24269,-24906,-24480,-24059,-24059,-24480,-24906,-25340,-24906,-23645,-24480,-24480,5,-24480,-3385,-26226,-25122,-23645,-24906,-24059,-24059,-24480,-24692,-24480,-24906,-26679,-20732,-24059,-24059,-24692,-24059,-24480,-23645,-24480,-25340,-24480,-24480,-24059,-24059,-24480,-24059,-24480,-25559,-25779,-22835,-24269,-24059,-24059,-24059,-24059,-24269,-27139,-24269,-21666,-24480,-24059,-24906,-24059,-24480,-24480,-27372,-24480,-23036,-24059,-24480,-24480,-24059,-24480,-24480,-23645,-20189,-16718,-22050,-24480,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
28,-5,-24480,-2658,-24906,-24906,-24480,-24269,-24906,-24480,-24059,-24059,-24906,-24906,-24480,-23440,-24059,-24480,-24480,-5,-24480,-97,-26452,-26226,-24692,-24906,-24059,-24059,-24269,-24692,-24692,-25779,-27842,-21477,-24269,-24059,-24906,-24059,-24480,-23440,-24059,-27842,-24059,-24269,-24059,-24480,-24480,-24059,-24480,-26002,-26452,-21666,-24480,-24059,-24059,-24059,-24059,-24480,-27372,-24059,-20916,-24480,-24059,-24480,-24059,-24059,-24059,-27139,-24480,-22050,-24059,-24480,-24480,-24059,-24269,-24480,-23237,-20010,-11850,-20368,-24480,-24269,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
29,-179,-24480,-18,-24480,-26002,-25340,-23440,-24906,-24480,-24059,-24059,-23440,-24692,-25340,-24906,-24059,-24480,-24480,0,-24480,-68,-26226,-25340,-23237,-24906,-24059,-24059,-24480,-24480,-24059,-25122,-26679,-20732,-22244,-23851,-24480,-24059,-24480,-23645,-23440,-26226,-24480,-23851,-24059,-24059,-24480,-24059,-24480,-25559,-26679,-21477,-24480,-24059,-24059,-24059,-24059,-24480,-27606,-24692,-20916,-24480,-24059,-24480,-24059,-24059,-24480,-27606,-24480,-22637,-24059,-24480,-24480,-24059,-24059,-24480,-23440,-20189,-15257,-20916,-24480,-24480,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
30,-2566,-24692,-2,-24906,-24480,-24480,-24059,-24906,-24480,-24059,-24059,-24269,-25340,-25122,-24480,-24059,-24480,-24480,4,-24480,-211,-26226,-25340,-24480,-24906,-24059,-24059,-24269,-23237,-24480,-25559,-26226,-23036,-24480,-24059,-24692,-24059,-24692,-23440,-24692,-24480,-23851,-24480,-24059,-24059,-24480,-24480,-23440,-24906,-23645,-23851,-24480,-24059,-24059,-24059,-24059,-23645,-25779,-23440,-23237,-24480,-24059,-24480,-24059,-24059,-23851,-25559,-23440,-22637,-24059,-24480,-24480,-24059,-24059,-24906,-22050,-17494,-11083,-24059,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
31,5,-24480,4,-24692,-25559,-24269,-23851,-24906,-24480,-24059,-24059,-24269,-24692,-25122,-24480,-24059,-24480,-24480,-1049,-24480,-651,-26452,-25340,-23440,-24906,-24059,-24059,-24480,-24480,-24480,-24692,-26679,-20916,-22835,-23851,-24692,-24059,-24059,-23851,-24059,-26452,-25122,-23237,-24059,-24059,-24480,-24059,-24059,-26226,-26226,-23036,-23851,-24059,-24059,-24059,-24059,-24059,-26679,-25122,-18465,-23851,-24059,-24480,-24059,-24059,-24480,-26226,-24906,-22244,-23237,-24480,-24480,-24059,-24059,-24480,-24059,-20368,-11964,-14301,-23851,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
32,-10562,-24480,-2390,-24480,-24480,-24480,-24059,-24906,-24480,-24059,-24059,-24906,-24480,-24906,-24906,-23440,-24480,-24480,-82,-24480,-866,-24269,-24906,-24059,-24906,-23645,-24059,-24059,-24480,-24269,-24059,-26226,-22244,-23237,-23645,-24906,-24059,-24059,-23851,-24480,-25122,-24692,-23645,-24059,-24059,-24059,-24059,-24480,-25340,-25122,-23237,-24059,-24059,-24059,-24059,-24059,-24059,-25559,-24480,-20732,-24269,-24059,-24480,-24059,-24059,-24480,-26908,-24906,-23440,-23851,-24480,-24480,-24059,-24059,-24480,-24059,-21857,-18968,-18968,-24269,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
33,-2361,-24480,-7173,-24480,-24480,-23237,-24059,-24480,-24480,-24059,-24059,-24269,-24906,-24692,-24480,-23851,-24480,-24480,4,-24480,-561,-25779,-25122,-23645,-24906,-24059,-24059,-24059,-24480,-24269,-24269,-26002,-23440,-24480,-24059,-24692,-24059,-24059,-23440,-24269,-24059,-24269,-24269,-24059,-24059,-24059,-24480,-24269,-24692,-24059,-24059,-24480,-24059,-24059,-24059,-24269,-23645,-25559,-24059,-23036,-24480,-24059,-24480,-24059,-24059,-23645,-26002,-24059,-23851,-24059,-24480,-24059,-24059,-24059,-24480,-24059,-20010,-15828,-23851,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
34,-2689,-24480,-4,-24906,-25122,-24269,-24059,-24906,-24480,-24059,-24059,-24059,-25122,-24906,-24480,-24480,-23851,-24480,-22,-24480,-623,-26226,-25122,-23237,-24269,-23645,-24059,-24059,-24480,-24480,-25122,-26679,-20189,-22050,-23851,-24480,-24059,-24059,-23237,-23645,-26226,-24906,-23440,-24059,-24059,-24059,-24059,-24269,-26002,-26679,-22050,-23851,-24059,-24059,-24059,-24059,-24269,-27606,-24906,-19138,-24059,-24059,-24480,-24059,-24059,-24269,-27139,-24906,-22050,-23645,-24480,-24059,-24059,-24059,-24480,-24059,-20189,-13149,-15828,-24269,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
35,-5535,-24480,-419,-24059,-24480,-24480,-24059,-24692,-24480,-24059,-23851,-24692,-26226,-24692,-24480,-24059,-24480,-24480,-211,-24906,-2043,-26002,-24692,-24480,-24906,-24059,-24059,-24059,-24480,-23851,-25340,-26002,-24059,-24480,-24059,-24906,-24269,-24269,-23036,-24906,-24059,-24059,-24480,-24059,-24059,-24480,-24059,-24269,-25559,-24059,-24059,-24480,-24059,-24059,-24059,-24692,-24059,-25559,-23851,-23237,-24480,-24059,-24480,-24059,-24059,-23645,-25122,-24059,-24480,-24059,-24480,-24059,-24059,-24480,-25122,-22637,-20010,-24269,-24059,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
36,-1898,-24906,5,-24059,-24480,-24480,-24059,-24906,-24480,-24059,-24269,-24692,-26679,-24480,-24480,-24059,-24480,-24480,-6341,-24906,-21,-26226,-24692,-24480,-24906,-24059,-24059,-24692,-23851,-24059,-25122,-25779,-24059,-24480,-24059,-24692,-24059,-24059,-23851,-24906,-23851,-24480,-24269,-24059,-24059,-24480,-24480,-23440,-25559,-24059,-24059,-24480,-24059,-24059,-24059,-24480,-23237,-25779,-23851,-23237,-24480,-24059,-24480,-24059,-23851,-23237,-25559,-23851,-24059,-24059,-24480,-24059,-24059,-24269,-25340,-22835,-19833,-21101,-24059,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
37,-10062,-24480,-4665,-24692,-24269,-21666,-24059,-24906,-24480,-24059,-24059,-24269,-25340,-24480,-23036,-24059,-24480,-24480,-219,-24480,-83,-25559,-24906,-23440,-24906,-24059,-24059,-24480,-15398,-23237,-24480,-25340,-23237,-24480,-24059,-24906,-24059,-23237,-22244,-24269,-24059,-23851,-24480,-24059,-24059,-24059,-25122,-20732,-24906,-23036,-24059,-24480,-24059,-24059,-24059,-24059,-23645,-25779,-23036,-23237,-24480,-24059,-24480,-24059,-24059,-23440,-25779,-22835,-23440,-24059,-24480,-24059,-24059,-24059,-24906,-21477,-17812,-14301,-24059,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
38,-461,-24480,-42,-24480,-26002,-24480,-21857,-24480,-24480,-24059,-24059,-24059,-24059,-24906,-24480,-23440,-20368,-24480,-106,-24480,-110,-26002,-24906,-23237,-24480,-20549,-24059,-24059,-24480,-24059,-18465,-26679,-20732,-22050,-19657,-24906,-23645,-24059,-24059,-24059,-25122,-24906,-20189,-24059,-24059,-24059,-23645,-24059,-25779,-25340,-23851,-21666,-24059,-24059,-24059,-24059,-24059,-25122,-24906,-18136,-21857,-24059,-24480,-24059,-24059,-24059,-25122,-24906,-22440,-21477,-24480,-24059,-24059,-24059,-24480,-24480,-21857,-10872,-8017,-20189,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
39,-11738,-24906,5,-24059,-24480,-24480,-24059,-24692,-24480,-24269,-24059,-24480,-25559,-24480,-24480,-24059,-24480,-24480,-4871,-25122,-145,-25340,-24480,-24480,-24906,-24059,-24059,-25340,-24059,-24059,-24692,-25559,-24059,-24480,-24059,-24480,-24906,-24692,-23645,-24692,-24059,-24059,-24480,-24059,-24059,-25122,-24269,-24059,-24480,-24059,-24059,-24480,-24059,-24059,-24692,-25340,-23237,-24692,-24059,-23237,-24480,-24059,-24480,-24059,-24269,-23036,-25122,-24269,-24480,-24059,-24480,-24059,-24269,-24692,-25340,-22637,-23440,-24480,-24059,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
40,-75,-24480,5,-24480,-24480,-23851,-24059,-24692,-24480,-24269,-24059,-24480,-25779,-24692,-24480,-24059,-24480,-24480,1,-24480,-36,-25340,-24692,-23851,-24906,-24059,-24059,-24059,-24269,-23851,-24692,-25779,-23237,-24480,-24059,-24480,-24059,-24059,-22835,-24480,-24059,-23440,-24480,-24059,-24059,-24059,-24269,-23237,-24059,-24059,-23851,-24480,-24059,-24059,-24059,-24059,-23851,-25340,-23440,-23036,-24480,-24059,-24480,-24059,-24059,-23851,-25340,-23440,-23036,-24059,-24480,-24059,-24059,-24059,-24480,-23237,-18632,-12663,-23645,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
41,-132,-24480,-605,-24906,-24906,-24480,-24059,-24906,-24480,-24480,-23645,-24480,-26226,-24906,-23851,-24059,-24480,-24480,-41,-24692,-25,-26226,-25340,-23237,-24906,-24059,-24059,-24480,-20549,-23851,-25122,-25779,-23440,-24480,-24059,-24906,-24059,-24269,-22244,-24692,-24059,-23645,-24480,-24059,-24059,-24269,-24480,-22244,-24269,-22637,-23851,-24480,-24059,-24059,-24059,-24059,-23036,-25122,-22440,-23237,-24480,-24059,-24480,-24059,-24059,-23440,-24906,-22637,-22050,-24059,-24480,-24059,-24059,-24059,-24692,-20189,-14169,-8683,-23645,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
42,-115,-24480,3,-24692,-24480,-23237,-24059,-24480,-24480,-24059,-23851,-24480,-25122,-24480,-24059,-24059,-24480,-24480,3,-24692,-30,-24480,-24692,-23036,-24906,-24059,-24059,-24269,-24059,-24059,-24059,-25779,-20189,-24480,-24059,-24480,-23851,-24269,-23036,-23851,-26002,-23237,-24269,-24059,-24059,-24059,-24059,-24059,-24059,-24059,-21857,-24480,-24059,-23851,-24059,-24059,-24059,-25559,-24059,-20549,-24480,-24059,-24480,-24059,-24059,-24059,-26226,-24269,-21666,-23645,-24480,-24059,-24059,-24059,-24480,-24480,-21101,-9965,-13524,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
43,4,-24480,-219,-24059,-25559,-24269,-23440,-24269,-24480,-24059,-24059,-24906,-24480,-24692,-24480,-23440,-23237,-24480,5,-24480,-632,-24692,-24480,-23237,-24059,-22050,-23851,-24059,-24480,-24059,-22637,-26679,-20916,-22440,-18632,-24906,-24059,-24059,-24269,-24692,-24480,-24480,-21288,-23237,-24059,-24059,-24059,-24059,-24906,-25122,-23036,-21857,-23851,-24059,-24059,-24059,-24059,-24480,-24480,-18465,-20549,-23440,-24269,-24059,-24059,-24059,-24480,-24692,-23645,-20549,-24059,-24059,-24059,-24059,-24480,-24480,-22835,-13273,-7701,-13779,-23036,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
44,-468,-24480,0,-24480,-25340,-24059,-23440,-23851,-24480,-24059,-24059,-24480,-24480,-24906,-24480,-23645,-23645,-24480,-119,-24480,-91,-25122,-24480,-23440,-24480,-22637,-24059,-24059,-24480,-24059,-22835,-26452,-20549,-22050,-20549,-24906,-23645,-24059,-24059,-24269,-25122,-24906,-21101,-24059,-24059,-24059,-24059,-24059,-25559,-25340,-23645,-22244,-24059,-24059,-24059,-24059,-24059,-24692,-25122,-18300,-22244,-23851,-24269,-24059,-24059,-24059,-24480,-24692,-23036,-21666,-24480,-24059,-24059,-24059,-24480,-24480,-22244,-13779,-9677,-20189,-23851,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
45,-207,-24480,-25,-24480,-25340,-24269,-23237,-24480,-24480,-24059,-24059,-24269,-24692,-24906,-24480,-23645,-23851,-24480,-62,-24480,-243,-25779,-24906,-23036,-24480,-22244,-23645,-24059,-24480,-24480,-22637,-26226,-20549,-22244,-21666,-24906,-24059,-24059,-24059,-24692,-25340,-24906,-21288,-24059,-24059,-24059,-24059,-24059,-25779,-25340,-23237,-22637,-24059,-24059,-24059,-24059,-24059,-25340,-24906,-17974,-22440,-24059,-24480,-24059,-24059,-24269,-25122,-24906,-22637,-21857,-24480,-24059,-24059,-24059,-24480,-24480,-21477,-12309,-9965,-21101,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
46,-1852,-24480,-1594,-24480,-24480,-24480,-24059,-24480,-24480,-24059,-24059,-24906,-25122,-24480,-24480,-23851,-24059,-24480,-2535,-24480,-1574,-26679,-25122,-24269,-24906,-24059,-23851,-24059,-24480,-24480,-25340,-26679,-22244,-24480,-24059,-24906,-24059,-24692,-24059,-25340,-24059,-24269,-24269,-24059,-24059,-24059,-23851,-23851,-26002,-24692,-23851,-24480,-24059,-24059,-24059,-24059,-23851,-26908,-23851,-22835,-24480,-24059,-24480,-24059,-24059,-23851,-26908,-24269,-22244,-24059,-24480,-24059,-24059,-24059,-24692,-22835,-20189,-14301,-22637,-24480,-24059,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
