,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0,987,901,983,982,1010,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1002,1018,1021,1010,1009,1012,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1012,993,1013,1018,1008,1009,1003,1022,1016,1013,1011,1009,970,956,1017,1003,1002,910,983,980,978
1,987,901,983,982,1010,998,1011,1010,1008,1009,1006,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,910,983,980,978
2,987,901,983,982,1010,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1020,1005,1007,1019,1010,1023,1011,1011,1015,1023,1003,1018,1007,1018,1023,1009,1005,1006,1020,978,1013,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,911,983,980,978
3,987,901,983,982,1009,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1018,1008,1005,1012,944,1023,1017,1006,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1003,1018,1007,1018,1023,1009,1005,1006,1020,978,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,910,983,980,978
4,987,901,983,982,1009,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,979,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,910,983,980,978
5,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1011,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1003,1018,1007,1018,1023,1009,1005,1006,1020,979,1013,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,978
6,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1011,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1013,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,911,983,980,978
7,987,901,983,982,1010,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,979,1013,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,978
8,987,901,983,982,1009,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1008,1012,1012,1018,1008,1005,1012,944,1023,1017,1006,1018,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,979,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,978
9,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1017,1023,1009,1005,1006,1020,979,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,978
10,987,901,983,982,1009,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1011,1009,1012,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,979,1012,993,1013,1018,1008,1009,1003,1021,1016,1012,1011,1009,970,955,1017,1003,1002,911,983,980,978
11,986,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,911,983,980,978
12,987,901,983,982,1009,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1008,1012,1012,1019,1008,1005,1012,945,1023,1017,1005,1017,1014,1011,983,991,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,978
13,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1018,1008,1005,1012,945,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1013,993,1013,1018,1008,1009,1003,1021,1016,1012,1011,1009,970,955,1017,1003,1001,911,983,980,978
14,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1012,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,991,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1017,1023,1009,1005,1006,1020,978,1012,993,1013,1018,1008,1009,1003,1020,1016,1012,1011,1009,970,955,1015,1000,995,908,983,980,978
15,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,1008,1012,1004,1008,1005,1012,945,1023,1017,903,1017,1005,994,982,990,1011,1022,1009,976,1007,1018,988,1007,1019,1009,1023,1011,885,1010,1021,991,1018,1007,1016,1023,1009,958,997,1012,973,1012,993,1013,1018,1006,982,995,1014,1010,1012,1011,1009,970,955,1003,995,993,904,983,980,978
16,987,902,983,983,1010,998,1012,1010,1008,1008,1007,1011,994,1023,1015,1001,1018,1021,1010,1009,597,1012,1011,1009,1006,1012,944,1023,1017,676,1017,1009,993,983,991,1011,1022,1009,956,1009,1019,991,1007,1019,1009,1023,1010,955,1010,1021,994,1018,1007,1016,1023,1009,955,997,1012,975,1012,993,1013,1018,1007,962,994,1013,1010,1012,1011,1009,970,954,997,994,993,904,983,980,978
17,987,901,983,982,1010,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,662,1012,1019,1008,1005,1012,944,1023,1016,998,1017,1014,1011,982,990,1011,1022,1009,976,1010,1018,994,1007,1019,1009,1023,1009,998,1013,1021,994,1018,1007,1017,1023,1008,971,999,1013,976,1012,993,1013,1018,1005,987,996,1014,1011,1012,1011,1009,970,954,1005,996,993,906,983,980,978
18,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1011,993,1023,1015,1001,1018,1021,1010,1009,662,1012,1019,1008,1005,1012,944,1023,1017,1005,1018,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,979,1012,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,910,983,980,978
19,987,901,983,982,1009,998,1011,1010,1008,1009,1006,1010,993,1023,1015,1002,1018,1021,1010,1008,663,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1006,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,979,1012,993,1013,1018,1008,1009,1003,1021,1016,1012,1011,1009,970,955,1017,1003,1002,911,983,980,978
20,987,901,983,982,1009,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,662,1012,1018,1008,1005,1012,945,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1013,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,911,983,980,978
21,987,901,983,982,1009,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1002,1018,1021,1011,1009,662,1012,1018,1008,1005,1012,944,1023,1017,1005,1018,1014,1011,982,990,1011,1022,1009,1008,1012,1020,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1013,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,911,983,980,978
22,987,901,983,982,1010,998,1011,1010,1008,1009,1006,1010,993,1023,1015,1002,1018,1021,1010,1009,662,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1013,993,1013,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,911,983,980,978
23,987,901,983,982,1010,998,1012,1011,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1008,661,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,1012,993,1013,1018,1008,1009,1003,1022,1015,998,983,1005,970,956,1017,1003,1002,866,965,892,946
24,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,663,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,51,993,858,1019,1008,1009,1003,1021,1015,967,978,1005,970,956,1017,1003,1002,829,941,868,773
25,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,662,1012,1019,1008,1005,1012,945,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,51,993,858,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1002,1001,910,983,980,978
26,987,901,983,982,1009,999,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,661,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,51,993,858,1018,1008,1009,1003,1021,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,978
27,987,902,983,982,1010,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1008,661,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1012,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,979,51,993,858,1018,1008,1009,1003,1021,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,977
28,987,901,983,982,1009,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,662,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1018,1007,1018,1023,1009,1005,1006,1020,978,51,993,858,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,955,1017,1003,1002,910,983,980,978
29,987,901,983,982,1009,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1011,1009,662,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,982,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1003,1018,1007,1017,1023,1009,1005,1006,1020,979,51,993,858,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1001,999,910,983,980,978
30,987,901,983,982,1010,998,1012,1011,1008,1009,1007,1010,993,1023,1015,1002,1018,1021,1010,1009,662,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,970,991,1011,1022,1009,1008,1012,1021,1005,962,759,1010,1023,1011,1011,1015,1023,983,1013,937,1015,1023,1009,1005,1006,1019,929,51,819,858,1018,1008,1009,1003,1018,998,999,989,1006,971,956,1017,1002,990,873,953,925,974
31,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,663,1012,1019,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,530,990,1011,1022,1009,1008,1012,1021,1004,990,722,1010,1023,1011,1011,1015,1023,978,1012,962,1014,1023,1009,1005,1006,1019,935,51,917,858,1018,1008,1009,1003,1017,1002,999,999,1007,971,955,1017,1002,993,881,955,937,973
32,987,901,983,982,1010,998,1011,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1009,663,1012,1018,1008,1005,1012,945,1023,1017,1005,1018,1014,1011,517,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1003,1018,1007,1017,1023,1009,1002,1004,1019,978,51,993,858,1018,1007,1005,1002,1020,1015,1012,1011,1009,970,954,1015,1001,998,910,983,980,978
33,987,901,983,982,1010,998,1012,1010,1008,1009,1006,1011,993,1023,1015,1001,1018,1021,1010,1009,662,1012,1018,1008,1005,1012,945,1023,1017,1005,1017,1014,1011,517,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1003,1018,1007,1018,1023,1009,1005,1006,1020,979,51,993,858,1018,1008,1009,1003,1022,1016,1012,1011,1009,970,956,1017,1003,1002,910,983,980,978
34,987,901,983,982,1009,998,1012,1010,1008,1009,1007,1010,993,1023,1015,1001,1018,1021,1010,1008,662,1012,1018,1008,1005,1012,944,1023,1017,1005,1017,1014,1011,517,990,1011,1022,1009,1008,1012,1021,1005,1007,1019,1010,1023,1011,1011,1015,1023,1002,1019,1007,1017,1023,1009,1005,1006,1020,979,51,993,858,1018,1008,1009,1003,1021,1016,1012,1011,1009,970,956,1017,1003,1002,910,983,980,978
